0000001222,26001,8.0,"La battaglia di Algeri (1966)"
0000001322,245079,8.0,"Rocky (1976)"
0000001222,348760,8.0,"Harry Potter and the Deathly Hallows: Part 2 (2011)"
0000001322,72669,8.0,"La haine (1995)"
0000001222,74922,8.0,"Barry Lyndon (1975)"
0000001322,574734,8.0,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
0000001222,120016,8.0,"Before Sunrise (1995)"
0000000124,28792,8.0,"Swades: We, the People (2004)"
0000001321,498547,8.0,"Shutter Island (2010)"
0000001221,162146,8.0,"The Graduate (1967)"
0000001222,52555,8.0,"Festen (1998)"
0000001321,47335,8.0,"The Hustler (1961)"
0000001321,376471,8.0,"Monsters, Inc. (2001)"
0000001322,61790,8.0,"Tenkû no shiro Rapyuta (1986)"
0000001213,86131,8.0,"A Christmas Story (1983)"
0000001223,30792,8.0,"Underground (1995)"
0000001321,39520,8.0,"Salinui chueok (2003)"
0000001222,70072,8.0,"Roman Holiday (1953)"
0000001222,36138,8.0,"Stalag 17 (1953)"
0000001222,248680,8.0,"The Hobbit: The Desolation of Smaug (2013)"
0000001222,55261,8.0,"Fa yeung nin wa (2000)"
0000001321,93027,8.0,"Per un pugno di dollari (1964)"
0000001321,221966,8.0,"The Help (2011)"
0000001221,472309,8.0,"Slumdog Millionaire (2008)"
0000001321,47926,8.0,"The Killing (1956)"
0000001222,47181,8.0,"Tropa de Elite 2 - O Inimigo Agora É Outro (2010)"
0000001321,72686,8.0,"Rope (1948)"
0000001221,415208,8.0,"Black Swan (2010)"
0000001321,457758,8.0,"The Truman Show (1998)"
0000001222,47942,8.0,"Trois couleurs: Rouge (1994)"
0000001321,76243,8.0,"Le scaphandre et le papillon (2007)"
0000001212,35971,8.0,"La dolce vita (1960)"
0000001212,209457,8.0,"Beauty and the Beast (1991)"
0000001321,403707,8.0,"Star Trek (2009)"
0000001311,375771,8.0,"Jurassic Park (1993)"
